Trial,Indicators,LSTM Units,Layers,Dropout,LR,Batch Size,Window Size,Forecast Window,Epochs,Dense Config,Dense Activation,RMSE,MAPE,R2,Accuracy,Profit Index
1,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",128,3,0.30000000000000004,0.0001,16,60,1,100,"(16, 1)",Sigmoid,0.04545036857932433,6.7709720536383715,0.2702329100636508,48.333333333333336,0.7574360523325184
2,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",16,3,0.30000000000000004,0.0005,16,60,1,50,"(16, 1)",Tanh,0.04525108922977519,7.407469734261579,0.2766182793597144,36.666666666666664,0.7210647071392369
3,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,3,0.8,0.001,32,60,1,100,"(16, 1)",Tanh,0.09967249981955928,14.909615497321022,-2.5096204872154284,13.333333333333334,1.044666104125071
4,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",16,2,0.2,0.0001,32,60,1,150,"(16, 1)",ReLU,0.03273457788634146,5.078960964798697,0.6214502659753582,53.75,0.8074871052380447
5,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,3,0.7,0.0005,64,60,1,50,"(25, 1)",Sigmoid,0.03673626389281651,5.1595827123461735,0.5232404210868578,54.58333333333333,1.103269356851039
6,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,2,0.7,0.0005,16,60,1,150,"(25, 1)",Tanh,0.02677973108794029,4.153875865014401,0.7466494341395374,68.75,0.6949669276855313
7,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,3,0.2,0.0001,32,60,1,150,"(16, 1)",Sigmoid,0.0544130680524356,8.592709560807462,-0.04596194361879724,30.833333333333336,0.6594662552819126
8,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",128,3,0.6000000000000001,0.001,32,60,1,100,"(16, 1)",Sigmoid,0.37168531187183124,66.59044998524043,-47.80454334974209,0.0,1.0
9,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,2,0.7,0.0001,64,60,1,150,"(16, 1)",Sigmoid,0.1255645026286252,20.31009692088834,-4.56984637342977,2.083333333333333,1.0
10,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,2,0.5,0.0005,16,60,1,150,"(25, 1)",Tanh,0.018419698402937078,2.7137230564786003,0.8801399415419299,86.25,0.902267086344985
11,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,2,0.5,0.0005,16,60,1,150,"(25, 1)",Tanh,0.019074164947122857,2.85908637337543,0.8714711791713863,82.91666666666667,0.9645171527250163
12,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,2,0.5,0.0005,16,60,1,150,"(25, 1)",Tanh,0.019870939043559237,2.91745699869157,0.8605089840102731,82.5,0.803434368477074
13,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,2,0.5,0.0005,16,60,1,150,"(25, 1)",Tanh,0.017669577705068017,2.5821729676926917,0.8897034836672308,85.83333333333333,1.11131429200449
14,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,2,0.4,0.0005,16,60,1,150,"(25, 1)",ReLU,0.01712045049759706,2.546621317480057,0.8964524490139031,87.08333333333333,0.7961846044140928
15,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,2,0.4,0.0005,16,60,1,50,"(25, 1)",ReLU,0.05831405339906719,9.815737116099534,-0.20131227766258175,22.916666666666664,0.7221649573480282
16,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,2,0.4,0.0005,16,60,1,150,"(25, 1)",ReLU,0.031439263775485934,5.062185331198575,0.650816116937921,53.75,0.6927337802438351
17,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,2,0.4,0.001,16,60,1,150,"(25, 1)",ReLU,0.03599473844535795,6.05961615433529,0.5422930578481768,39.166666666666664,0.6927337802438351
18,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,2,0.6000000000000001,0.0005,16,60,1,50,"(25, 1)",ReLU,0.05721687246761174,9.434884654144614,-0.15653208474623392,26.25,0.6517497727716506
19,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,2,0.6000000000000001,0.0005,64,60,1,100,"(25, 1)",ReLU,0.039462533000421726,5.831240536093236,0.4498522115956206,43.75,1.2368860831331752
20,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",128,2,0.4,0.001,16,60,1,150,"(25, 1)",ReLU,0.37469149463658435,67.14815523136302,-48.59719610062031,0.0,1.0
21,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,2,0.5,0.0005,16,60,1,150,"(25, 1)",Tanh,0.025718736741259813,3.892990354765688,0.7663268993756056,68.75,0.6969651536331796
22,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,2,0.5,0.0005,16,60,1,150,"(25, 1)",Tanh,0.02204656226680804,3.144188760956116,0.828291729510253,78.33333333333333,0.7874414343475473
23,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,2,0.5,0.0005,16,60,1,150,"(25, 1)",Tanh,0.03092254819489874,4.7443788185613744,0.6621997198428938,59.166666666666664,0.7504923030375537
24,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",16,2,0.6000000000000001,0.0005,16,60,1,150,"(25, 1)",Tanh,0.02116939651310146,3.076482508897483,0.8416834160592025,80.0,0.7552073986802893
0,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",16,3,0.5,0.001,16,60,30,100,"(16, 1)",Tanh,0.09394956622014998,15.589922086196504,-1.9893875621256307,24.894514767932492,0.8772510304766651
1,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",16,2,0.6000000000000001,0.001,16,60,30,100,"(25, 1)",Tanh,0.06224691518666204,10.111633109904968,-0.3122855058834515,28.691983122362867,1.0024420956670916
2,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,2,0.2,0.0005,64,60,30,100,"(25, 1)",ReLU,0.05454630076574652,8.429688004993439,-0.0076814651841576875,37.9746835443038,1.1033896815352506
3,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",16,3,0.4,0.0005,32,60,30,50,"(16, 1)",Sigmoid,0.12163364660668681,19.17750867785932,-4.010719817513307,5.485232067510549,1.0
4,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",128,3,0.6000000000000001,0.001,32,60,30,100,"(25, 1)",ReLU,0.37788092017169983,68.19815834503062,-47.361815202645545,0.0,1.0
5,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,3,0.7,0.001,16,60,30,150,"(25, 1)",Tanh,0.07236137340605718,10.176122602116857,-0.7733982148452578,27.42616033755274,1.3245652722019905
6,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,3,0.4,0.0001,32,60,30,50,"(16, 1)",Tanh,0.059464689849137636,8.865100238723107,-0.1975977761873522,27.42616033755274,1.4064328528950483
7,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,3,0.4,0.001,32,60,30,100,"(25, 1)",ReLU,0.08170200024176869,11.627805795946532,-1.2607786490732789,23.628691983122362,1.212113888645966
